Date,Postal outcode,County,Latitude,Longitude,Number-Of-People,Number-Of-Showers,Number-Of-Toilets,Showers-Per-Week,Shower-Duration-Minutes,Washing-Machine-Per-Week,Dishwasher-Per-Week,Boil-Water-Per-Week,Bath-Frequency-Per-Week,Wash-Dishes-By-Hand,Has-Garden,Garden-Watering-Per-Week,Has-Swimming-Pool,Car-Wash-Per-Month,Household-Water-Use-Litres-Yearly,Bathroom-Water-Use-Litres-Yearly,Kitchen-Water-Use-Litres-Yearly,Outdoor-Water-Use-Litres-Yearly,Household-Water-Use-Money-£-Yearly,Person-Water-Use-Litres-Yearly,Person-Water-Use-Litres-Per-Day,Household-Water-Saving-Litres-Yearly,Household-Water-Saving-Money-£-Yearly,Household-Energy-Use-Money-£-Yearly,Household-Energy-Saving-kWh-Yearly,Household-Energy-Saving-Cost-£-Yearly
2027-06-22,LE1,Surrey,52.5258,-1.4544,2,1,1,4,14,3,4,25,0,yes,yes,4,no,1,83614,37626,20903,25084,167.23,41807,114.5,1745,3.49,1404.23,843,40.9
2027-06-23,CT1,Lancashire,52.6567,1.4409,5,1,1,4,8,7,8,26,2,no,no,2,yes,3,136647,61491,34161,40994,273.29,27329,74.9,9491,18.98,835.1,1264,112.58
2027-06-24,DE1,Essex,54.0279,0.2328,1,3,2,11,4,4,0,17,0,yes,yes,4,no,2,46450,20902,11612,13935,92.9,46450,127.3,5634,11.27,498.45,1092,114.43
2027-06-25,CH1,Cornwall,53.9568,1.2914,4,1,1,14,NULL,4,9,12,2,no,yes,4,no,3,190890,85900,47722,57267,381.78,47722,130.7,6288,12.58,319.55,874,99.64
2027-06-26,CM1,Cheshire,52.9068,0.288,2,2,2,4,17,5,2,24,0,no,no,4,no,2,73924,33265,18481,22177,147.85,36962,101.3,12831,25.66,1785.98,134,149.65
2027-06-27,CM1,Yorkshire,53.9039,0.8119,1,3,3,20,6,5,NULL,18,2,yes,yes,0,no,3,95631,43033,23907,28689,191.26,95631,262.0,6469,12.94,1185.19,374,117.12
2027-06-28,IP1,Norfolk,50.9589,-0.1141,4,2,1,18,14,2,8,24,4,no,no,3,no,2,215736,97081,53934,64720,431.47,53934,147.8,15891,31.78,1449.33,709,22.48
2027-06-29,YO1,Yorkshire,50.2503,0.1828,2,1,2,17,9,2,NULL,12,0,yes,no,1,no,2,108446,48800,27111,32533,216.89,54223,148.6,12273,24.55,797.69,773,178.57
2027-06-30,CH1,Leicestershire,54.3682,-1.1225,4,3,1,18,4,6,3,23,3,no,yes,2,no,1,138073,62132,34518,41421,276.15,34518,94.6,2439,4.88,1652.62,1021,129.33
2027-07-01,IP1,Kent,50.3778,1.0833,4,4,2,8,15,7,7,17,3,yes,no,2,no,2,175024,78760,43756,52507,350.05,43756,119.9,5677,11.35,829.86,1065,180.13
2027-07-02,LE1,Surrey,51.2334,0.5377,3,3,1,17,14,4,4,10,1,yes,yes,0,no,1,182385,82073,45596,54715,364.77,60795,166.6,2751,5.5,253.57,1688,91.61
2027-07-03,EX1,Essex,53.4766,0.6414,4,2,1,14,4,1,7,8,1,yes,yes,1,no,3,103777,46699,25944,31133,207.55,25944,71.1,6672,13.34,806.43,281,10.35
2027-07-04,YO1,Suffolk,52.0472,-0.2984,3,2,2,14,6,2,1,10,1,no,yes,2,no,0,97240,43758,24310,29172,194.48,32413,88.8,11227,22.45,1730.59,1853,154.91
2027-07-05,YO1,Devon,54.3816,-2.3248,2,1,1,12,12,1,7,24,0,yes,yes,1,no,0,114511,51529,28627,34353,229.02,57255,156.9,15349,30.7,1776.6,1734,117.54
2027-07-06,LA1,Surrey,51.4899,-3.804,4,3,3,17,5,6,5,6,2,no,yes,1,no,3,140632,63284,35158,42189,281.26,35158,96.3,2177,4.35,1882.49,290,13.73
2027-07-07,LA1,Derbyshire,50.0594,1.1461,3,2,2,6,18,4,4,14,1,no,no,3,no,1,127457,57355,31864,38237,254.91,42485,116.4,19019,38.04,1099.06,1854,118.8
2027-07-08,TR1,Leicestershire,51.5033,-0.7763,1,3,2,12,15,2,1,15,NULL,no,yes,0,no,0,126626,56981,31656,37987,253.25,126626,346.9,1676,3.35,1921.87,1389,186.91
2027-07-09,TR1,Cheshire,52.8904,-2.3602,5,2,3,16,9,1,6,15,3,yes,yes,4,no,0,175739,79082,43934,52721,351.48,35147,96.3,9419,18.84,1098.52,1927,49.66
2027-07-10,CT1,Essex,51.8797,-3.1798,3,2,3,12,6,6,0,7,3,no,yes,4,no,2,112023,50410,28005,33606,224.05,37341,102.3,8361,16.72,477.05,1089,63.53
2027-07-11,EX1,Norfolk,52.6744,0.5624,4,3,2,19,9,1,5,15,4,no,yes,2,no,1,172089,77440,43022,51626,344.18,43022,117.9,14267,28.53,1103.67,581,133.41
2027-07-12,GU1,Essex,54.383,0.6009,4,3,2,13,19,2,2,12,3,no,no,2,no,1,208117,93652,52029,62435,416.23,52029,142.5,19281,38.56,1763.51,714,165.97
2027-07-13,GU1,Devon,54.5624,0.4798,2,3,2,20,14,5,5,21,0,no,no,0,no,2,176291,79330,44072,52887,352.58,88145,241.5,14687,29.37,1614.24,1028,131.93
2027-07-14,LA1,Derbyshire,51.3299,-0.452,3,4,2,4,14,6,0,26,4,no,no,3,no,3,106165,47774,26541,31849,212.33,35388,97.0,18639,37.28,981.3,556,137.62
2027-07-15,LA1,Norfolk,52.3107,-1.9869,2,4,2,13,10,6,0,29,0,yes,yes,2,no,0,112548,50646,28137,33764,225.1,56274,154.2,4315,8.63,582.58,542,72.07
2027-07-16,LA1,Yorkshire,52.7457,-2.3276,2,4,3,10,16,3,1,5,3,yes,no,2,no,2,130265,58619,32566,39079,260.53,65132,178.4,16030,32.06,1246.02,1444,11.91
2027-07-17,CH1,Norfolk,54.7456,-3.9529,4,3,1,18,16,5,9,20,4,no,yes,1,no,3,246930,111118,61732,74079,493.86,61732,169.1,17648,35.3,1876.21,738,169.57
2027-07-18,NR1,Derbyshire,54.9931,0.5848,4,3,2,6,10,6,6,24,4,yes,yes,0,no,3,136857,61585,34214,41057,273.71,34214,93.7,8070,16.14,519.49,1796,199.1
2027-07-19,TR1,Surrey,51.177,-3.5191,1,3,2,16,17,3,3,11,4,yes,yes,4,no,1,170816,76867,42704,51244,341.63,170816,468.0,18876,37.75,1688.67,986,174.62
2027-07-20,CH1,Yorkshire,53.6349,-0.5308,3,1,3,19,5,1,3,26,3,no,no,0,no,3,118617,53377,29654,35585,237.23,39539,108.3,8325,16.65,465.18,170,85.53
2027-07-21,CM1,Essex,51.8902,-1.2276,6,2,1,13,6,2,3,26,3,yes,yes,4,no,2,167190,75235,41797,50157,334.38,27865,76.3,15412,30.82,1855.28,288,76.85
2027-07-22,GU1,Cheshire,50.0405,-1.1032,3,1,2,5,19,6,4,29,3,yes,no,1,no,1,131252,59063,32813,39375,262.5,43750,119.9,9586,19.17,1447.86,1011,192.37
2027-07-23,LE1,Lancashire,50.0463,1.0969,4,1,2,6,NULL,4,1,12,1,yes,no,3,no,1,93997,42298,23499,28199,187.99,23499,64.4,9472,18.94,396.53,833,197.79
2027-07-24,DE1,Leicestershire,52.3028,-3.8261,4,2,1,15,11,2,6,17,1,yes,yes,4,no,0,163049,73372,40762,48914,326.1,40762,111.7,7809,15.62,564.36,309,126.32
2027-07-25,YO1,Leicestershire,52.4417,0.2537,2,1,2,19,8,5,2,9,2,no,yes,1,no,1,129641,58338,32410,38892,259.28,64820,177.6,1588,3.18,1868.46,291,107.75
2027-07-26,TR1,Cheshire,50.1128,-3.7137,2,4,2,12,4,3,2,22,4,yes,yes,3,no,3,87782,39501,21945,26334,175.56,43891,120.2,8839,17.68,1113.62,287,108.11
2027-07-27,IP1,Essex,53.4346,-3.7902,4,3,1,14,12,2,1,16,3,yes,yes,1,no,3,177537,79891,44384,53261,355.07,44384,121.6,15901,31.8,1016.28,1083,48.34
2027-07-28,CM1,Devon,51.47,-1.636,3,1,2,10,4,3,5,20,NULL,no,yes,3,no,3,97401,43830,24350,29220,194.8,32467,89.0,9860,19.72,304.89,1238,148.36
2027-07-29,LE1,Leicestershire,52.7995,-3.6531,3,2,3,5,5,5,3,7,0,yes,no,2,yes,0,77976,35089,19494,23392,155.95,25992,71.2,2698,5.4,351.27,1649,42.5
2027-07-30,TR1,Lancashire,51.5046,0.3403,4,3,3,12,10,5,3,16,0,no,yes,3,no,2,150741,67833,37685,45222,301.48,37685,103.2,6235,12.47,1444.97,529,49.83
2027-07-31,DE1,Leicestershire,50.8357,-1.0874,4,3,2,9,14,2,7,23,3,yes,yes,4,no,0,155001,69750,38750,46500,310.0,38750,106.2,12476,24.95,1598.48,585,138.09
2027-08-01,CH1,Essex,52.0359,-3.8403,2,4,2,12,6,6,1,24,1,yes,no,3,yes,2,92118,41453,23029,27635,184.24,46059,126.2,18291,36.58,1760.61,1334,175.16
2027-08-02,EX1,Suffolk,51.1614,-3.7772,1,4,1,9,9,4,6,22,2,yes,no,0,no,3,74000,33300,18500,22200,148.0,74000,202.7,14292,28.58,1105.06,1001,136.53
2027-08-03,YO1,Surrey,52.674,-0.6303,2,4,3,20,NULL,6,1,12,NULL,yes,no,3,no,2,232086,104438,58021,69625,464.17,116043,317.9,9276,18.55,791.43,1704,100.24
2027-08-04,TR1,Suffolk,50.9941,0.4336,3,2,1,16,11,7,5,28,4,no,no,1,no,3,174676,78604,43669,52402,349.35,58225,159.5,11804,23.61,1325.94,366,142.1
2027-08-05,NR1,Leicestershire,52.542,-1.5921,2,2,2,14,8,4,4,17,1,no,yes,4,no,3,116273,52322,29068,34881,232.55,58136,159.3,14648,29.3,1313.98,298,96.45
2027-08-06,LA1,Yorkshire,50.7869,-0.9498,3,3,1,10,4,3,7,12,3,yes,yes,2,no,3,103542,46593,25885,31062,207.08,34514,94.6,2603,5.21,262.4,1261,134.3
2027-08-07,LA1,Kent,53.3549,0.3991,1,2,2,9,13,2,5,14,1,no,yes,2,no,2,84087,37839,21021,25226,168.17,84087,230.4,7316,14.63,1889.85,1781,158.27
2027-08-08,YO1,Essex,53.7697,-0.6422,3,3,1,7,17,1,6,18,0,no,no,1,no,1,116815,52566,29203,35044,233.63,38938,106.7,13064,26.13,1356.61,1995,12.79
2027-08-09,DE1,Cornwall,50.552,-2.7638,2,2,2,3,15,5,5,19,3,yes,no,2,no,0,86984,39142,21746,26095,173.97,43492,119.2,11183,22.37,211.64,1113,51.61
2027-08-10,LE1,Cornwall,52.339,-0.6282,3,3,2,17,6,6,7,25,3,no,yes,4,no,3,134712,60620,33678,40413,269.42,44904,123.0,17056,34.11,1927.34,306,143.59
2027-08-11,CH1,Norfolk,50.3544,-0.5445,2,2,2,11,14,3,1,19,3,no,yes,1,no,2,129623,58330,32405,38886,259.25,64811,177.6,13561,27.12,1914.77,734,86.26
2027-08-12,LA1,Cheshire,52.9909,0.0376,2,2,1,14,5,5,6,10,1,no,no,4,no,2,100653,45293,25163,30195,201.31,50326,137.9,6775,13.55,1902.66,302,109.21
2027-08-13,TR1,Cheshire,51.322,-0.5852,5,2,3,20,9,3,4,18,0,yes,yes,2,no,0,192045,86420,48011,57613,384.09,38409,105.2,7750,15.5,1800.02,693,140.15
2027-08-14,IP1,Derbyshire,52.6381,1.3308,2,4,1,13,17,2,8,10,1,yes,yes,2,no,2,155194,69837,38798,46558,310.39,77597,212.6,13847,27.69,532.34,1856,110.04
2027-08-15,GU1,Cheshire,52.5873,-2.9149,3,2,2,12,8,3,8,27,4,yes,yes,0,no,1,136631,61483,34157,40989,273.26,45543,124.8,4152,8.3,1958.91,1153,169.02
2027-08-16,GU1,Suffolk,54.6218,1.231,5,4,2,12,10,3,7,5,2,yes,no,1,no,0,163556,73600,40889,49066,327.11,32711,89.6,8836,17.67,1571.48,1430,82.04
2027-08-17,CM1,Surrey,52.7454,-1.0391,3,3,3,20,5,7,7,14,2,yes,no,3,no,2,137958,62081,34489,41387,275.92,45986,126.0,7376,14.75,1353.36,496,141.44
2027-08-18,LE1,Essex,52.915,-0.3042,4,3,1,3,17,1,3,23,2,yes,no,1,no,0,103566,46604,25891,31069,207.13,25891,70.9,6657,13.31,1896.81,189,90.82
2027-08-19,CT1,Devon,52.0083,-3.453,1,3,2,13,16,3,7,15,4,yes,no,4,no,1,135809,61114,33952,40742,271.62,135809,372.1,6065,12.13,885.96,1526,110.57
2027-08-20,EX1,Norfolk,54.7454,-1.9068,3,3,2,4,9,4,1,7,4,yes,no,2,no,1,99781,44901,24945,29934,199.56,33260,91.1,17048,34.1,1876.46,1902,31.61
2027-08-21,YO1,Yorkshire,53.8859,0.2316,3,2,3,13,14,3,4,27,4,no,no,0,no,2,167852,75533,41963,50355,335.7,55950,153.3,12943,25.89,1290.23,680,167.98
2027-08-22,CM1,Lancashire,51.427,-0.112,1,1,1,4,8,3,3,10,0,no,yes,1,yes,0,47107,21198,11776,14132,94.21,47107,129.1,4196,8.39,1242.74,636,70.79
2027-08-23,CT1,Yorkshire,54.221,-3.7792,2,3,2,11,9,2,4,13,3,yes,no,4,no,1,107326,48296,26831,32197,214.65,53663,147.0,17641,35.28,1362.71,1728,67.23
2027-08-24,CH1,Essex,52.162,-0.9937,2,3,1,3,18,3,4,29,4,yes,yes,0,no,3,96684,43507,24171,29005,193.37,48342,132.4,18076,36.15,1557.49,1401,26.87
2027-08-25,NR1,Kent,54.1433,-3.5145,3,2,1,8,18,7,4,13,2,yes,yes,0,no,0,151649,68242,37912,45494,303.3,50549,138.5,10934,21.87,1000.86,272,106.21
2027-08-26,NR1,Cheshire,54.1144,1.4772,5,3,1,4,8,1,6,8,2,no,no,0,no,3,121800,54810,30450,36540,243.6,24360,66.7,1054,2.11,1965.09,1340,89.4
2027-08-27,EX1,Derbyshire,50.9444,0.9351,1,2,3,17,10,2,0,7,1,yes,no,2,no,3,112946,50825,28236,33883,225.89,112946,309.4,19181,38.36,359.33,1539,28.8
2027-08-28,LE1,Lancashire,53.5057,-3.8841,2,1,1,3,8,7,1,24,3,no,yes,4,no,0,73975,33288,18493,22192,147.95,36987,101.3,3471,6.94,1844.88,1798,152.8
2027-08-29,LA1,Suffolk,51.4532,0.7226,2,2,3,20,18,5,6,23,4,yes,yes,0,no,2,238640,107388,59660,71592,477.28,119320,326.9,17322,34.64,1383.36,1948,22.62
2027-08-30,TR1,Essex,51.4875,1.0569,3,2,1,6,NULL,4,0,27,3,yes,yes,2,no,1,122126,54956,30531,36637,244.25,40708,111.5,19038,38.08,1837.85,791,37.56
2027-08-31,CM1,Kent,51.4817,-2.0555,4,1,3,15,16,4,8,15,4,no,yes,2,no,2,213853,96233,53463,64155,427.71,53463,146.5,3300,6.6,863.77,1178,97.53
2027-09-01,CM1,Suffolk,53.6278,-0.0427,2,2,2,6,10,5,2,23,2,no,yes,2,no,0,90164,40573,22541,27049,180.33,45082,123.5,10866,21.73,1692.2,291,77.97
2027-09-02,YO1,Kent,51.1491,-1.5684,1,2,1,17,4,3,5,21,3,no,no,1,no,3,69888,31449,17472,20966,139.78,69888,191.5,11862,23.72,1308.78,1076,62.35
2027-09-03,YO1,Cheshire,50.0045,-0.3962,4,1,2,4,18,1,3,12,3,no,yes,2,no,3,121806,54812,30451,36541,243.61,30451,83.4,1833,3.67,1696.0,701,117.15
2027-09-04,NR1,Leicestershire,53.5762,-2.1283,4,2,2,11,12,1,2,10,4,yes,yes,4,yes,3,156334,70350,39083,46900,312.67,39083,107.1,11940,23.88,785.04,1766,109.62
2027-09-05,NR1,Suffolk,50.8559,-2.2259,3,2,2,14,9,1,7,9,4,no,yes,3,no,2,140635,63285,35158,42190,281.27,46878,128.4,6330,12.66,1851.14,135,92.16
2027-09-06,LE1,Surrey,50.5224,-1.6656,3,1,2,16,12,1,1,12,3,yes,yes,1,no,2,166899,75104,41724,50069,333.8,55633,152.4,5336,10.67,1863.63,1695,157.47
2027-09-07,DE1,Cornwall,51.1876,-3.1994,2,1,2,6,4,7,2,12,4,yes,yes,0,no,3,88660,39897,22165,26598,177.32,44330,121.5,19618,39.24,1054.68,219,104.65
2027-09-08,IP1,Yorkshire,51.8995,0.5713,2,1,2,17,5,3,7,7,3,no,no,2,no,1,106082,47736,26520,31824,212.16,53041,145.3,14917,29.83,920.57,580,195.97
2027-09-09,IP1,Surrey,52.3795,-2.0822,2,1,2,6,10,5,NULL,23,1,yes,no,1,no,0,78860,35487,19715,23658,157.72,39430,108.0,4478,8.96,1235.35,1538,162.34
2027-09-10,DE1,Lancashire,50.2229,-1.7992,2,3,2,7,7,7,7,20,3,yes,no,1,no,2,105140,47313,26285,31542,210.28,52570,144.0,6642,13.28,560.33,362,30.23
2027-09-11,LA1,Norfolk,54.8529,0.9173,5,2,3,12,17,7,6,14,0,yes,yes,4,no,3,208657,93895,52164,62597,417.31,41731,114.3,19127,38.25,1093.18,1719,62.05
2027-09-12,IP1,Leicestershire,53.5803,-1.2686,3,1,3,14,16,5,1,27,3,no,no,0,no,3,181984,81892,45496,54595,363.97,60661,166.2,18948,37.9,1814.28,1361,111.82
2027-09-13,LE1,Cornwall,51.616,-1.0066,2,1,1,14,13,4,0,7,1,no,no,3,no,0,132502,59625,33125,39750,265.0,66251,181.5,7134,14.27,857.32,1486,99.09
2027-09-14,TR1,Surrey,51.5935,1.2607,2,2,1,10,17,5,0,13,1,no,no,3,no,2,122589,55165,30647,36776,245.18,61294,167.9,17110,34.22,1524.89,694,18.93
2027-09-15,TR1,Essex,52.2427,0.877,2,3,2,6,4,1,1,12,2,yes,no,1,no,1,61706,27767,15426,18511,123.41,30853,84.5,3213,6.43,1321.62,400,110.35
2027-09-16,CM1,Kent,53.1312,-3.0679,3,2,2,5,8,3,6,12,2,yes,no,1,no,2,85331,38398,21332,25599,170.66,28443,77.9,17387,34.77,670.5,1163,125.02
2027-09-17,GU1,Lancashire,50.7319,-1.3973,2,1,1,3,7,7,8,29,0,no,yes,0,no,1,63570,28606,15892,19071,127.14,31785,87.1,4637,9.27,1157.18,1448,98.04
2027-09-18,DE1,Essex,50.9446,1.3421,2,2,1,20,9,2,6,12,4,no,yes,1,no,2,156219,70298,39054,46865,312.44,78109,214.0,5347,10.69,1734.66,985,174.57
2027-09-19,TR1,Cornwall,54.2972,-1.952,3,2,2,16,NULL,2,2,24,4,no,yes,2,no,2,205716,92572,51429,61714,411.43,68572,187.9,1471,2.94,1198.85,899,115.75
2027-09-20,CT1,Derbyshire,51.2813,-1.9563,2,1,2,19,10,1,7,11,1,no,yes,3,no,1,132124,59455,33031,39637,264.25,66062,181.0,11738,23.48,1454.32,853,159.43
2027-09-21,NR1,Kent,51.901,-2.9273,1,3,1,8,18,6,7,18,1,yes,no,2,no,2,105833,47624,26458,31749,211.67,105833,290.0,3313,6.63,1595.7,529,121.5
2027-09-22,YO1,Lancashire,54.3564,-3.3712,1,2,3,8,14,4,8,26,2,yes,yes,4,no,3,100563,45253,25140,30168,201.13,100563,275.5,6747,13.49,288.92,1359,182.77
2027-09-23,LE1,Norfolk,53.3157,0.0717,2,1,2,12,6,7,8,21,1,yes,no,1,no,3,90597,40768,22649,27179,181.19,45298,124.1,2207,4.41,292.26,1050,50.7
2027-09-24,IP1,Cornwall,51.7086,0.2352,1,3,2,12,9,2,8,16,3,yes,yes,0,no,2,90212,40595,22553,27063,180.42,90212,247.2,14843,29.69,406.93,747,168.02
2027-09-25,DE1,Lancashire,53.4185,1.3296,2,3,2,5,5,6,3,9,3,no,yes,4,no,1,77827,35022,19456,23348,155.65,38913,106.6,19173,38.35,493.4,710,95.12
2027-09-26,CM1,Surrey,50.0984,0.2538,4,3,1,3,15,1,9,6,0,no,no,4,no,2,96492,43421,24123,28947,192.98,24123,66.1,4169,8.34,1660.6,1769,142.54
2027-09-27,EX1,Lancashire,53.6782,-2.6616,4,2,2,20,13,7,3,29,3,yes,yes,0,no,3,222183,99982,55545,66654,444.37,55545,152.2,6014,12.03,984.05,1698,117.56
2027-09-28,YO1,Cornwall,52.4351,-3.7794,3,2,1,17,16,7,1,19,0,no,yes,4,no,3,192173,86477,48043,57651,384.35,64057,175.5,12778,25.56,533.47,143,30.68
2027-09-29,CT1,Leicestershire,54.0659,1.4199,4,2,1,6,7,7,7,15,2,yes,no,2,no,3,126791,57055,31697,38037,253.58,31697,86.8,18179,36.36,1157.24,1620,92.95
2027-09-30,IP1,Cheshire,54.7732,-2.1275,2,3,2,20,17,3,NULL,19,3,no,no,4,no,0,213529,96088,53382,64058,427.06,106764,292.5,12877,25.75,1574.01,295,138.04
2027-10-01,CT1,Leicestershire,54.6289,-2.2842,4,2,1,12,13,2,2,17,0,no,yes,0,no,3,142129,63958,35532,42638,284.26,35532,97.3,8737,17.47,452.11,1375,180.7
2027-10-02,NR1,Surrey,54.5463,0.9828,2,1,2,19,16,1,NULL,23,NULL,yes,yes,3,no,2,208884,93997,52221,62665,417.77,104442,286.1,8868,17.74,819.92,901,51.51
2027-10-03,NR1,Essex,52.5608,-0.782,2,3,2,12,12,2,1,16,0,yes,yes,1,no,3,114050,51322,28512,34215,228.1,57025,156.2,19087,38.17,549.87,1636,77.48
2027-10-04,LE1,Cornwall,51.8007,-2.8182,2,3,1,6,16,3,0,19,3,yes,yes,0,no,3,103393,46526,25848,31017,206.79,51696,141.6,16904,33.81,1363.47,1727,78.52
2027-10-05,LA1,Cheshire,52.3252,0.89,1,2,1,7,10,5,4,16,0,yes,yes,2,no,1,74352,33458,18588,22305,148.7,74352,203.7,1903,3.81,446.3,214,109.63
2027-10-06,CM1,Devon,53.4495,1.4635,6,3,2,9,5,5,6,27,2,yes,yes,2,no,2,161684,72757,40421,48505,323.37,26947,73.8,2446,4.89,1605.97,318,173.97
2027-10-07,YO1,Norfolk,54.42,-3.5233,1,3,1,10,9,3,3,22,1,no,yes,3,no,3,77479,34865,19369,23243,154.96,77479,212.3,13234,26.47,574.08,1109,85.15
2027-10-08,CH1,Cheshire,51.0349,0.7424,2,1,2,3,17,3,3,27,4,no,no,2,no,0,83364,37513,20841,25009,166.73,41682,114.2,4497,8.99,305.48,312,37.89
2027-10-09,CH1,Devon,54.591,-1.8522,2,4,2,10,7,5,2,8,2,no,no,0,no,3,96916,43612,24229,29074,193.83,48458,132.8,15314,30.63,1839.56,316,106.25
2027-10-10,YO1,Derbyshire,54.0759,-1.1176,1,2,3,19,11,3,5,15,4,yes,no,2,no,3,143267,64470,35816,42980,286.53,143267,392.5,12486,24.97,799.78,315,17.16
2027-10-11,EX1,Derbyshire,54.8943,1.0315,2,3,3,11,15,7,7,26,4,yes,yes,3,no,0,149754,67389,37438,44926,299.51,74877,205.1,17051,34.1,1104.94,639,75.45
2027-10-12,LE1,Yorkshire,54.4013,1.3536,1,3,2,18,11,3,1,19,0,yes,no,3,no,2,120639,54287,30159,36191,241.28,120639,330.5,11403,22.81,381.79,1829,107.7
2027-10-13,CM1,Kent,51.3997,-2.5581,2,2,1,11,19,3,5,29,1,no,yes,4,no,2,151167,68025,37791,45350,302.33,75583,207.1,13512,27.02,1063.03,426,108.36
2027-10-14,CT1,Cheshire,50.5298,-2.8293,4,2,2,18,4,5,7,28,0,no,yes,4,no,3,127129,57208,31782,38138,254.26,31782,87.1,16636,33.27,600.61,1454,165.71
2027-10-15,EX1,Suffolk,50.5612,-3.5572,2,4,1,15,11,5,0,29,0,no,yes,2,no,1,127914,57561,31978,38374,255.83,63957,175.2,12233,24.47,1712.68,1729,162.21
2027-10-16,GU1,Norfolk,51.4561,-0.9101,1,2,1,7,13,6,3,9,3,no,yes,2,no,3,86975,39138,21743,26092,173.95,86975,238.3,4601,9.2,1484.76,719,63.7
2027-10-17,YO1,Cheshire,53.0709,-3.9252,3,2,2,4,10,2,0,9,0,no,no,2,no,2,73987,33294,18496,22196,147.97,24662,67.6,2220,4.44,1393.95,1846,67.2
2027-10-18,CT1,Devon,54.0216,-1.7346,6,2,2,6,17,5,3,24,1,yes,no,2,no,1,180682,81306,45170,54204,361.36,30113,82.5,5856,11.71,1606.27,873,196.52
2027-10-19,CH1,Suffolk,54.4963,-3.5964,2,3,1,14,17,2,8,29,2,no,yes,4,no,0,168067,75630,42016,50420,336.13,84033,230.2,16983,33.97,728.69,1311,84.38
2027-10-20,TR1,Norfolk,53.1188,-1.7713,2,4,1,20,4,7,5,14,0,yes,yes,0,no,3,88159,39671,22039,26447,176.32,44079,120.8,11753,23.51,1016.57,1804,37.14
2027-10-21,DE1,Suffolk,50.0282,-3.7804,6,2,2,5,6,7,NULL,28,1,yes,no,0,no,0,145085,65288,36271,43525,290.17,24180,66.2,19196,38.39,355.83,179,134.82
2027-10-22,LA1,Surrey,50.9316,0.5937,2,3,3,6,17,5,4,26,0,no,no,0,no,0,92534,41640,23133,27760,185.07,46267,126.8,3319,6.64,322.01,1718,56.27
2027-10-23,CH1,Devon,50.4986,-2.8464,3,2,2,6,8,4,2,14,4,no,yes,4,no,3,108308,48738,27077,32492,216.62,36102,98.9,1675,3.35,792.36,1533,124.64
2027-10-24,CM1,Derbyshire,51.8166,-2.1943,2,4,2,18,6,2,1,26,0,no,yes,0,no,0,94901,42705,23725,28470,189.8,47450,130.0,17482,34.96,1680.94,242,166.04
2027-10-25,NR1,Lancashire,52.5068,0.7853,5,2,3,13,6,3,8,10,3,no,yes,0,no,3,147631,66433,36907,44289,295.26,29526,80.9,15625,31.25,1275.8,1157,43.0
2027-10-26,DE1,Surrey,50.217,0.1045,6,1,2,15,4,4,8,10,4,yes,yes,4,no,2,166460,74907,41615,49938,332.92,27743,76.0,17481,34.96,964.12,1649,95.81
2027-10-27,DE1,Norfolk,51.7424,-2.7953,4,1,2,13,11,6,6,27,1,yes,yes,1,no,2,165931,74668,41482,49779,331.86,41482,113.6,10747,21.49,1940.58,853,82.76
2027-10-28,TR1,Norfolk,50.8959,-3.6046,2,1,2,9,12,5,1,10,0,yes,yes,2,no,1,98150,44167,24537,29445,196.3,49075,134.5,2260,4.52,995.91,1576,199.88
2027-10-29,LA1,Cornwall,53.2354,-0.0638,2,1,1,16,8,5,3,28,4,no,yes,2,no,1,122298,55034,30574,36689,244.6,61149,167.5,17754,35.51,1043.98,1737,145.21
2027-10-30,LA1,Devon,52.3214,-1.8511,2,3,2,6,19,6,7,11,4,yes,no,1,no,0,131195,59037,32798,39358,262.39,65597,179.7,18558,37.12,1986.55,1975,25.65
2027-10-31,GU1,Yorkshire,52.4766,0.2134,4,2,1,10,4,4,9,22,2,yes,no,3,no,1,116478,52415,29119,34943,232.96,29119,79.8,5088,10.18,436.45,215,53.43
2027-11-01,GU1,Yorkshire,52.1385,-1.5509,5,4,2,14,4,1,5,8,4,yes,no,0,yes,2,129321,58194,32330,38796,258.64,25864,70.9,16648,33.3,660.11,879,39.88
2027-11-02,IP1,Norfolk,54.7801,-2.097,2,3,2,15,12,7,4,18,1,yes,no,1,no,1,145145,65315,36286,43543,290.29,72572,198.8,7790,15.58,1015.95,1160,12.89
2027-11-03,CH1,Yorkshire,51.0737,-1.5184,3,3,1,11,17,3,9,15,0,yes,no,0,no,0,168082,75636,42020,50424,336.16,56027,153.5,8218,16.44,1228.33,1625,70.01
2027-11-04,CH1,Kent,52.5833,0.1171,2,2,3,11,4,2,1,11,4,yes,yes,1,no,1,81657,36745,20414,24497,163.31,40828,111.9,18455,36.91,466.55,837,71.65
2027-11-05,CH1,Derbyshire,53.6801,0.9622,2,3,1,4,12,4,0,22,1,yes,yes,2,yes,2,74246,33410,18561,22273,148.49,37123,101.7,11865,23.73,791.88,1539,54.65
2027-11-06,IP1,Cornwall,52.7842,-3.7263,3,3,2,5,18,2,0,24,2,yes,yes,0,no,1,111784,50302,27946,33535,223.57,37261,102.1,4263,8.53,596.47,1260,115.09
